URN,EstablishmentName,LocalAuthority,NO2,PERCTOT,Latitude,Longitude
102652,West Wimbledon Primary School,Merton,37,3.7,51.405643,-0.236498
102653,Cranmer Primary School,Merton,32.1,3,51.397074,-0.165066
102654,Gorringe Park Primary School,Merton,35.9,4.8,51.412173,-0.156509
102655,Hillcross Primary School,Merton,32,4,51.398111,-0.210596
102656,Liberty Primary,Merton,35.7,5.4,51.408727,-0.170164
102661,William Morris Primary School,Merton,32.9,4.5,51.400401,-0.132615
102662,Wimbledon Chase Primary School,Merton,32.5,2.8,51.412511,-0.213154
102663,All Saints' CofE Primary School,Merton,33.5,4.2,51.418906,-0.183986
102664,St Matthew's CofE Primary School,Merton,31.3,3.4,51.414214,-0.24553
102665,Holy Trinity CofE Primary School,Merton,32.8,2.9,51.422484,-0.195002
102666,Bishop Gilpin CofE Primary School,Merton,32.7,3,51.427316,-0.206923
102667,St Peter and Paul Catholic Primary School,Merton,38.8,3.6,51.399951,-0.166777
102668,Sacred Heart Catholic Primary School,Merton,37.7,3.5,51.400364,-0.240655
102669,St Teresa's Catholic Primary School,Merton,34.6,3.6,51.389698,-0.181689
102670,St Mary's Catholic Primary School,Waltham Forest,31.9,2.7,51.631162,0.003483
102671,St John Fisher RC Primary School,Merton,33.8,3.3,51.39712,-0.228833
102672,The Priory CofE School,Merton,34.2,3.9,51.424971,-0.191811
102673,Ricards Lodge High School,Merton,32.6,5,51.428676,-0.205273
102674,Raynes Park High School,Merton,39.1,5.8,51.403402,-0.238166
102679,Rutlish School,Merton,31.6,4.9,51.409403,-0.208688
102681,Wimbledon College,Merton,33.5,4.8,51.418835,-0.22158
102683,Ursuline High School Wimbledon,Merton,32.8,4.1,51.41406,-0.222757
102709,Altmore Infant School,Newham,34.2,4,51.53635,0.057716
102710,Avenue Primary School,Newham,35.5,4.8,51.550676,0.050487
102711,Brampton Primary School,Newham,33.4,3.8,51.524768,0.045863
102712,Carpenters Primary School,Newham,41.9,4,51.536684,-0.005889
102716,Dersingham Primary School,Newham,32.5,4.2,51.550677,0.061695
102721,Godwin Junior School,Newham,34.3,3.4,51.552107,0.030256
102722,Woodgrange Infant School,Newham,35.3,3.1,51.550855,0.028296
102723,Grange Primary School,Southwark,49.9,4.7,51.503897,-0.305559
102725,Keir Hardie Primary School,Newham,48.4,4.2,51.516473,0.020643
102728,Lathom Junior School,Newham,40.1,3.3,51.538066,0.052675
102729,Manor Primary School,Newham,39.4,4.3,51.532699,0.007375
102730,Maryland Primary School,Newham,34.5,3.3,51.550687,0.009321
102735,Odessa Infant School,Newham,35.7,4.6,51.550155,0.017764
102736,Park Primary School,Newham,33.8,3.7,51.542242,0.014083
102740,Roman Road Primary School,Newham,35.7,4.3,51.520969,0.046111
102742,Salisbury Primary School,Newham,44.1,3.1,51.54912,0.047907
102745,William Davies Primary School,Newham,32.5,2.9,51.542056,0.039918
102746,Star Primary School,Newham,36.4,3.5,51.521469,0.007256
102748,St Stephen's Primary School,Newham,36.4,3.7,51.53764,0.037889
102751,Winsor Primary School,Newham,33.5,4.1,51.50946,0.062932
102752,Colegrave Primary School,Newham,35.3,4.6,51.548402,0.001446
102755,Southern Road Primary School,Newham,33.2,3,51.530612,0.029372
102758,Calverton Primary School,Newham,34.5,3.9,51.511046,0.041645
102759,Ellen Wilkinson Primary School,Newham,35.8,3.3,51.516006,0.044995
102763,Essex Primary School,Newham,33.9,3.6,51.546089,0.055646
102764,St James' CofE Junior School,Newham,36.4,4,51.549919,0.017393
102765,West Ham Church Primary School,Newham,38.2,3.1,51.537052,0.011532
102766,St Luke's Primary School,Newham,37.7,2.1,51.513318,0.013744
102769,St Edward's Catholic Primary School,Westminster,48.5,2.9,51.533109,0.036822
102770,St Francis' Catholic Primary School,Newham,39.6,2.8,51.548595,0.005955
102773,St Michael's Catholic Primary School,Newham,38.4,2.3,51.530221,0.057973
102774,St Winefride's RC Primary School,Newham,32.3,2.9,51.548568,0.057893
102776,Little Ilford School,Newham,34,3.5,51.547269,0.061279
102777,Rokeby School,Newham,40.2,4.8,51.518089,0.015654
102778,Lister Community School,Newham,33.3,4.8,51.53143,0.024679
102782,Plashet School,Newham,39,4.4,51.539727,0.04975
102784,Eastlea Community School,Newham,35.2,5,51.523792,0.010227
102786,St Angela's Ursuline School,Newham,33.6,2.9,51.542109,0.029609
102787,St Bonaventure's RC School,Newham,34.7,2.8,51.538638,0.025446
102795,Manford Primary School,Redbridge,26.4,4.6,51.608704,0.102423
102800,Downshall Primary School,Redbridge,30.7,4.1,51.570585,0.09632
102802,Fairlop Primary School,Redbridge,28.3,4.2,51.599814,0.080511
102805,Gilbert Colvin Primary School,Redbridge,28.3,3.9,51.595154,0.068906
102806,Glade Primary School,Redbridge,29.6,4.3,51.593907,0.055422
102807,Goodmayes Primary School,Redbridge,31.9,4.4,51.563485,0.115154
102808,Gordon Primary School,Greenwich,32.8,7.1,51.555977,0.087454
102811,Mossford Green Primary School,Redbridge,29.8,4.4,51.59135,0.079184
102812,Newbury Park Primary School,Redbridge,32.2,4,51.575791,0.084234
102819,Uphall Primary School,Redbridge,33.7,4.3,51.547976,0.072131
102820,William Torbitt Primary School,Redbridge,41.8,3.7,51.578514,0.098994
102823,Aldersbrook Primary School,Redbridge,31.5,4.1,51.564391,0.036979
102830,Roding Primary School,Redbridge,29.7,5.1,51.603912,0.055166
102831,Wells Primary School,Redbridge,31.3,2.8,51.616092,0.026986
102832,Snaresbrook Primary School,Redbridge,33.7,3.9,51.586055,0.022906
102833,Fullwood Primary School,Redbridge,32.6,4.2,51.584468,0.078237
102834,Woodlands Primary School,Redbridge,30.6,5.1,51.548687,0.084264
102835,Grove Primary School,Redbridge,30,4.7,51.578711,0.120523
102836,Chadwell Primary School,Redbridge,31.2,3.7,51.568738,0.121069
102837,Coppice Primary School,Redbridge,25.7,5.1,51.612295,0.114259
102838,John Bramston Primary School,Redbridge,26,4.6,51.605583,0.109456
102839,Nightingale Primary School,Redbridge,32.1,4.3,51.58518,0.032971
102840,Barley Lane Primary School,Redbridge,30.5,4.4,51.569693,0.113956
102841,Wanstead Church School,Redbridge,34.4,2.5,51.578564,0.023538
102842,St Augustine's Catholic Primary School,Redbridge,33.6,2.7,51.580447,0.073807
102843,Our Lady of Lourdes RC Primary School,Redbridge,38.2,3.4,51.574658,0.020524
102844,St Antony's Catholic Primary School,Redbridge,31.4,3.3,51.540672,0.024339
102845,St Bede's Catholic Primary School,Redbridge,27.9,2.7,51.576862,0.126802
102847,Wohl Ilford Jewish Primary School,Redbridge,32.3,4.1,51.593988,0.087621
102848,SS Peter and Paul's Catholic Primary School,Redbridge,32.8,3.7,51.558132,0.087163
102849,Caterham High School,Redbridge,29.1,6,51.593225,0.061513
102850,Ilford County High School,Redbridge,29.9,3.5,51.591909,0.076988
102851,Wanstead High School,Redbridge,37.1,5.1,51.575654,0.035736
102852,Woodford County High School,Redbridge,35.7,4.8,51.607619,0.018737
102854,Woodbridge High School,Redbridge,30.6,5.5,51.600967,0.0332
102856,Seven Kings School,Redbridge,30.9,4.4,51.568514,0.085893
102857,Valentines High School,Redbridge,36.3,4.2,51.574266,0.066774
102858,Mayfield School,Redbridge,29.4,6.2,51.564727,0.122556
102860,Trinity Catholic High School,Redbridge,28.2,3.8,51.616662,0.021074
102883,Carlisle Infant School,Richmond upon Thames,31.1,3.3,51.42305,-0.36338
102884,Darell Primary and Nursery School,Richmond upon Thames,37.5,5.5,51.468549,-0.283948
102885,East Sheen Primary School,Richmond upon Thames,41.8,3.6,51.464956,-0.254411
102886,Hampton Hill Junior School,Richmond upon Thames,31.4,3.4,51.427761,-0.360752
102887,Hampton Junior School,Richmond upon Thames,30.2,3.2,51.417099,-0.373192
102888,Hampton Infant School and Nursery,Richmond upon Thames,29.1,3.5,51.419421,-0.375317
102889,Hampton Wick Infant and Nursery School,Richmond upon Thames,30.4,3.8,51.418317,-0.31117
102890,Heathfield Junior School,Richmond upon Thames,30.5,3.8,51.447394,-0.368669
102891,Heathfield Infant School,Richmond upon Thames,30.5,4.4,51.447394,-0.368669
102892,Lowther Primary School,Richmond upon Thames,36.3,3.6,51.483468,-0.23972
102893,Meadlands Primary School,Richmond upon Thames,31.9,3.4,51.433263,-0.314964
102895,Orleans Primary School,Richmond upon Thames,32.8,3.9,51.453007,-0.320369
102896,The Russell Primary School,Richmond upon Thames,33.7,3.9,51.44506,-0.303665
102897,Sheen Mount Primary School,Richmond upon Thames,32.7,3.5,51.461098,-0.275619
102900,Trafalgar Junior School,Richmond upon Thames,31.5,3.3,51.442526,-0.348539
102901,Trafalgar Infant School,Richmond upon Thames,30.9,3.2,51.442337,-0.349193
102902,Barnes Primary School,Richmond upon Thames,34.2,2.7,51.469444,-0.250208
102903,Collis Primary School,Richmond upon Thames,29.5,3.2,51.422162,-0.326001
102904,Buckingham Primary School,Richmond upon Thames,29,3.9,51.427468,-0.376492
102905,Chase Bridge Primary School,Richmond upon Thames,34.1,3.5,51.454701,-0.345329
102906,The Vineyard School,Richmond upon Thames,32.5,3.6,51.454292,-0.298487
102907,St Richard's Church of England Primary School,Richmond upon Thames,32.3,3.9,51.436955,-0.319749
102908,Holy Trinity Church of England Primary School,Richmond upon Thames,34.8,4,51.463405,-0.285825
102909,St Mary Magdalen's Catholic Primary School,Richmond upon Thames,35.7,2.8,51.468592,-0.261227
102910,St Elizabeth's Catholic Primary School,Richmond upon Thames,34.2,1.8,51.456653,-0.2902
102911,St John the Baptist Church of England Junior School,Richmond upon Thames,30.3,3.8,51.415908,-0.310008
102912,St Edmund's Catholic Primary School,Richmond upon Thames,32.9,3.5,51.452754,-0.360361
102913,St James's Roman Catholic Primary School,Richmond upon Thames,30.8,2.8,51.437063,-0.347599
102914,St Mary's Church of England Primary School,Richmond upon Thames,33.2,3.1,51.449599,-0.32733
102916,Sacred Heart Roman Catholic Primary School,Richmond upon Thames,30.2,4.7,51.4211,-0.320913
102917,St Mary's and St Peter's Church of England Primary School,Richmond upon Thames,31.7,2.6,51.429544,-0.339844
102918,Bishop Perrin Church of England Primary School,Richmond upon Thames,32.6,3.5,51.448564,-0.366123
102919,St Osmund's Catholic Primary School,Richmond upon Thames,39.4,3.6,51.474272,-0.245329
102920,Archdeacon Cambridge's Church of England Primary School,Richmond upon Thames,33.8,3,51.443826,-0.340635
102921,The Queen's Church of England Primary School,Richmond upon Thames,35.4,3.5,51.480207,-0.286037
102929,Christ's Church of England Comprehensive Secondary School,Richmond upon Thames,34.7,6.4,51.458755,-0.288179
102958,Bandon Hill Primary School,Sutton,32.6,2.9,51.357359,-0.13866
102969,Hackbridge Primary School,Sutton,32.3,4.3,51.378351,-0.157613
102971,High View Primary School,Wandsworth,47,3.2,51.362468,-0.129662
102975,Devonshire Primary School,Sutton,29.4,4.8,51.353653,-0.188502
102981,Robin Hood Infants' School,Sutton,29.5,3.5,51.363182,-0.200494
102982,Dorchester Primary School,Sutton,29.6,5,51.380381,-0.231578
102983,Beddington Infants' School,Sutton,34.3,3.8,51.369134,-0.145668
102984,Robin Hood Junior School,Sutton,31.4,3.7,51.365506,-0.196729
102986,Foresters Primary School,Sutton,29.5,4.8,51.357101,-0.134304
102990,All Saints Benhilton CofE Primary School,Sutton,30.6,3.9,51.373227,-0.19237
102991,Holy Trinity CofE Junior School,Sutton,31.2,3.2,51.367702,-0.146688
102992,St Dunstan's Cheam CofE Primary School,Sutton,30.3,3,51.355402,-0.219872
102993,St Cecilia's Catholic Primary School,Sutton,33.8,3,51.376893,-0.222161
102994,St Mary's RC Junior School,Sutton,34.8,1.9,51.363604,-0.170857
102995,St Mary's RC Infants School,Sutton,31.5,2.9,51.366454,-0.167368
102996,St Elphege's RC Junior School,Sutton,29.3,3.5,51.356119,-0.127953
102997,St Elphege's RC Infants' School,Sutton,29.3,4,51.356119,-0.127953
103005,Stanley Park Junior School,Sutton,32.4,3.3,51.354863,-0.163967
103009,The John Fisher School,Sutton,28,4.1,51.345167,-0.134275
103032,Chase Lane Primary School,Waltham Forest,31,4,51.614682,-0.022679
103036,Whitehall Primary School,Waltham Forest,28.5,4.5,51.625238,0.011368
103044,Downsell Primary School,Waltham Forest,34.6,3.5,51.553626,0.000578
103048,Newport School,Waltham Forest,35,3.8,51.564248,-0.002679
103052,Chapel End Infant School and Early Years Centre,Waltham Forest,36.3,4.2,51.599369,-0.013713
103053,Edinburgh Primary School,Waltham Forest,32.3,4.1,51.578654,-0.022988
103054,Greenleaf Primary School,Waltham Forest,36,2.9,51.588852,-0.025158
103059,Handsworth Primary School,Waltham Forest,32.2,2.7,51.608546,0.003469
103060,Thorpe Hall Primary School,Waltham Forest,36.3,4.2,51.598045,-0.000863
103061,The Winns Primary School,Waltham Forest,32,4.5,51.595077,-0.024744
103069,Oakhill Primary School,Waltham Forest,29.8,5.1,51.606495,0.008289
103070,Henry Maynard Primary School,Waltham Forest,34.6,3.5,51.581486,-0.006468
103072,South Grove Primary School,Waltham Forest,36.8,3.8,51.578069,-0.027791
103073,Dawlish Primary School,Waltham Forest,38.2,4.6,51.565888,-0.009358
103074,Gwyn Jones Primary School,Waltham Forest,32.8,3.9,51.573085,0.003165
103075,George Tomlinson Primary School,Waltham Forest,39.3,4.5,51.567111,0.008559
103077,Mission Grove Primary School,Waltham Forest,34.6,5,51.583839,-0.031871
103078,Coppermill Primary School,Waltham Forest,31.9,3.8,51.582548,-0.040169
103079,Stoneydown Park School,Waltham Forest,36.8,4.2,51.585797,-0.035496
103080,Buxton School,Waltham Forest,35,5.1,51.557452,0.016529
103081,Parkside Primary School,Waltham Forest,31,4.4,51.624045,-0.014283
103084,Chingford CofE Primary School,Waltham Forest,33,4.4,51.628667,0.002159
103085,St Mary's Catholic Primary School,Waltham Forest,31.9,1.9,51.631162,0.003483
103086,St Joseph's Catholic Junior School,Waltham Forest,33.5,3.1,51.568924,-0.016413
103088,St Patrick's Catholic Primary School,Waltham Forest,37.1,4.2,51.584909,-0.036141
103090,St Joseph's Catholic Infant School,Waltham Forest,33.7,4,51.564588,-0.023944
103094,Frederick Bremer School,Waltham Forest,32.9,5.3,51.594519,-0.003963
103097,Heathcote School & Science College,Waltham Forest,29.4,6,51.625238,0.011368
103103,Walthamstow School for Girls,Waltham Forest,34.6,4.1,51.585207,-0.013754
103105,Kelmscott School,Waltham Forest,35.9,4.4,51.57557,-0.028375
103106,Holy Family Catholic School,Waltham Forest,34.1,4.4,51.589667,-0.00738
103119,St Mary's and St John's CofE School,Barnet,33.2,3.9,51.592732,-0.226161
121792,Springfield Community Primary School,Hackney,34.5,3.8,51.575162,-0.064342
127046,Redbridge Primary School,Redbridge,30.5,3.5,51.581149,0.051799
130095,Wembley Primary School,Brent,39.2,4.2,51.561683,-0.294906
130302,Rushmore Primary School,Hackney,37.4,3.9,51.555269,-0.04691
130303,Gayhurst Community School,Hackney,38.1,3.9,51.542365,-0.062605
130340,Monteagle Primary School,Barking and Dagenham,31.8,3.9,51.534945,0.114436
130342,Christopher Hatton Primary School,Camden,58.40,3.5,51.522741,-0.112694
130343,Ainslie Wood Primary School,Waltham Forest,30.7,4.6,51.612365,-0.011673
130352,Arnhem Wharf Primary School,Tower Hamlets,37.8,4.1,51.495317,-0.026553
130357,Richard Alibon Primary School with ARP for Cognitive and Learning Difficulties : SEN Base,Barking and Dagenham,28.6,4.8,51.547512,0.150847
130358,Alexandra Primary School,Hounslow,32.6,5.4,51.474848,-0.360965
130381,Sandringham Primary School,Newham,39.4,3.6,51.54677,0.034648
130915,Ridgeway Primary School,Croydon,27.4,3.7,51.345063,-0.083789
130918,Bessemer Grange Primary School,Southwark,35,3.7,51.458744,-0.086805
130919,Godwin Primary School,Barking and Dagenham,29.7,4.8,51.537898,0.139578
130921,Middle Park Primary School,Greenwich,33,4.7,51.444304,0.037919
130932,William Patten Primary School,Hackney,45.2,3.2,51.561803,-0.074951
130934,Muschamp Primary School and Language Opportunity Base,Sutton,31.9,4.2,51.376117,-0.174008
130995,Central Park Primary School,Newham,33.7,3.9,51.528695,0.04242
130998,Hasmonean Primary School,Barnet,40.1,4.1,51.58212,-0.216295
131013,Highlands Primary School,Redbridge,34.7,4.3,51.567519,0.056685
131057,Barn Croft Primary School,Waltham Forest,32,6.1,51.575627,-0.033914
131096,Stroud Green Primary School,Haringey,37.5,5.2,51.567771,-0.107183
131097,Fern Hill Primary School,Kingston upon Thames,34.5,3.2,51.423334,-0.301787
131103,Culvers House Primary School,Sutton,30.6,4.5,51.38193,-0.159306
131109,Discovery Primary School,Greenwich,31.2,3.9,51.500283,0.094619
131141,Hoxton Garden Primary,Hackney,41.2,3.6,51.533777,-0.080676
131144,Grange Primary School,Southwark,49.9,3.5,51.503897,-0.305559
131218,Montem Primary School,Islington,44.2,5,51.560993,-0.114819
131246,James Wolfe Primary School and Centre for the Deaf,Greenwich,38.2,4.5,51.476879,-0.009362
131247,Bonneville Primary School,Lambeth,38.4,4.3,51.453248,-0.14039
131280,Virgo Fidelis Convent Senior School,Croydon,33.6,6,51.421514,-0.094502
131304,Mayespark Primary School,Redbridge,30.8,4.9,51.557021,0.108031
131310,Elthorne Park High School,Ealing,35.2,4.9,51.500262,-0.329855
131316,Whitchurch Primary School & Nursery,Harrow,32.7,3.2,51.607707,-0.303257
131325,Newington Green Primary School,Islington,40.5,3.5,51.551921,-0.083636
131340,Hill Mead Primary School,Lambeth,40.7,4.5,51.461964,-0.107328
131359,Menorah Foundation School,Barnet,32.9,3.6,51.607819,-0.263581
131407,Oakthorpe Primary School,Enfield,33,3.8,51.614508,-0.090936
131418,St Mary's RC Primary School,Enfield,32.6,3,51.534687,-0.197434
131478,Earlham Primary School,Newham,35.1,6.1,51.602988,-0.110322
131520,Sacred Heart Catholic Primary School,Merton,37.7,2.6,51.400364,-0.240655
131577,Pinner Wood School,Harrow,26.5,4,51.602815,-0.395335
131590,The R J Mitchell Primary School,Havering,26.5,4.9,51.541188,0.203749
131595,Lordship Lane Primary School,Haringey,40.7,5.2,51.598785,-0.094949
131617,Wessex Gardens Primary School,Barnet,43.1,3.7,51.572025,-0.208854
131625,Cranbrook Primary School,Redbridge,34,4.6,51.571668,0.056497
131638,Cherry Lane Primary School,Hillingdon,38.5,4.3,51.497163,-0.460866
131657,West Grove Primary School,Enfield,29.6,3.2,51.636727,-0.125845
131682,Clore Tikva School,Redbridge,28.3,4.1,51.594273,0.080085
131690,Arts and Media School Islington,Islington,36.2,5.5,51.567524,-0.11553
131706,Betty Layward Primary School,Hackney,37.5,3.4,51.557887,-0.084609
131731,Bruce Grove Primary School,Haringey,35.8,5.3,51.593456,-0.072184
131737,Harry Gosling Primary School,Tower Hamlets,45.3,3.3,51.51389,-0.066163
131740,Rotherfield Primary School,Islington,40.9,4.7,51.538499,-0.090081
131757,Park View School,Haringey,38.7,5.6,51.586545,-0.08986
131773,Canonbury Primary School,Islington,47.2,4.9,51.545007,-0.101591
131775,Gascoigne Primary School,Barking and Dagenham,34.3,4.1,51.532548,0.081047
131824,Hitherfield Primary School,Lambeth,35.8,3.4,51.435479,-0.115588
131841,Alexander McLeod Primary School,Greenwich,29.9,3.9,51.486497,0.113692
131842,Hugh Myddelton Primary School,Islington,50.2,4.3,51.52777,-0.106143
131843,Brunswick Park Primary School,Southwark,39.6,4.2,51.478066,-0.088805
131844,Hunters Hall Primary School,Barking and Dagenham,27.8,4.5,51.547299,0.156072
131845,Southwood Primary School,Barking and Dagenham,31.2,4.5,51.551536,0.133956
131847,Christchurch Primary School,Redbridge,30.8,4.7,51.564689,0.076454
131871,Muswell Hill Primary School,Haringey,36.7,4,51.591019,-0.141096
131874,Henry Fawcett Primary School,Lambeth,50.4,4.3,51.484708,-0.111889
131879,Risley Avenue Primary School,Haringey,36.9,4.9,51.599141,-0.076694
131916,Avigdor Hirsch Torah Temimah Primary School,Brent,33.6,3.4,51.559321,-0.233272
131926,St Antony's Catholic Primary School,Redbridge,31.4,2.9,51.540672,0.024339
131930,South Park Primary School,Redbridge,30.2,4.5,51.557851,0.097939
131936,St Mary and St Michael Primary School,Tower Hamlets,44.3,4.7,51.513707,-0.052925
131970,The Orion Primary School,Barnet,40,5.7,51.608399,-0.24633
132058,Kingsford Community School,Newham,33.1,4.6,51.514386,0.055371
132137,St John and St James CofE Primary School,Hackney,46.2,3.2,51.548072,-0.049959
132169,Malmesbury Primary School,Tower Hamlets,37.3,5,51.527274,-0.029597
132203,Highfield Primary School,Hillingdon,28.3,4.3,51.629437,-0.09437
132245,Kingsgate Primary School,Camden,38.3,3.6,51.543469,-0.196766
132253,Seven Sisters Primary School,Haringey,34.8,4.4,51.582614,-0.082256
132256,Highlands School,Enfield,27.6,4.9,51.648727,-0.108134
132263,Crane Park Primary School,Hounslow,30.1,4.6,51.442037,-0.382443
132264,Fairholme Primary School,Hounslow,29.8,5,51.448807,-0.434689
132266,Green Dragon Primary School,Hounslow,37.9,4.4,51.487605,-0.296974
132766,Engayne Primary School,Havering,23.9,3.8,51.570909,0.266691
132789,Sir John Heron Primary School,Newham,33,3.9,51.551277,0.055202
132800,Conway Primary School,Greenwich,36.1,3.9,51.487588,0.089442
132812,Plaistow Primary School,Newham,32.9,2.9,51.531707,0.029507
132827,Eglinton Primary School,Greenwich,32,3.9,51.477839,0.064615
133288,St Elizabeth Catholic Primary School,Tower Hamlets,38.4,4.2,51.53271,-0.051437
133315,Kings Avenue School,Lambeth,41.6,3.7,51.456313,-0.129499
133343,Kew Riverside Primary School,Richmond upon Thames,35.9,4.3,51.474099,-0.276741
133364,Pardes House Primary School,Barnet,38.2,3.6,51.599075,-0.197769
133365,Beis Yaakov Primary School,Barnet,40.6,4.3,51.59177,-0.257697
133405,Oaks Park High School,Redbridge,28.5,5,51.578467,0.091573
133486,The William Hogarth Primary School,Hounslow,46.7,4.8,51.488069,-0.256986
133561,Jo Richardson Community School,Barking and Dagenham,33.2,5,51.533334,0.126459
133574,Lansbury Lawrence Primary School,Tower Hamlets,37,3.6,51.513521,-0.019281
133584,Loughborough Primary School,Lambeth,39.9,5.2,51.470203,-0.105231
133599,Yesodey Hatorah Senior Girls School,Hackney,37,4.8,51.57352,-0.068366
133662,Jubilee Primary School,Lambeth,38.9,3.8,51.452411,-0.113884
133669,St. Dominic's Catholic Primary School,Hackney,43.5,3.1,51.545649,-0.04001
133724,JFS,Brent,30.9,6.3,51.581028,-0.281071
133728,Marshgate Primary School,Richmond upon Thames,38.2,2.7,51.461411,-0.290247
133774,St Thomas of Canterbury Catholic Primary School,Merton,35.9,3.5,51.404393,-0.159266
133931,Oakdale Junior School,Redbridge,42.7,3.8,51.592624,0.032553
133932,Oakdale Infants' School,Redbridge,35.9,4.4,51.592969,0.031298
133934,Gearies Primary School,Redbridge,30.7,3.7,51.57966,0.069891
133935,Churchfields Junior School,Redbridge,34,3.2,51.598286,0.027001
133936,Churchfields Infants' School,Redbridge,38,3.2,51.598286,0.027001
133938,Parkhill Infants' School,Redbridge,29.2,5,51.588494,0.063609
133939,Parkhill Junior School,Redbridge,29.2,3.7,51.588494,0.063609
134009,Larmenier & Sacred Heart Catholic Primary School,Hammersmith and Fulham,39.3,3.3,51.495291,-0.218145
134041,Gatton (VA) Primary School,Wandsworth,36.8,3.7,51.430325,-0.167129
134160,Malmesbury Primary School,Tower Hamlets,37.3,3.8,51.527274,-0.029597
134185,Orchard Primary School,Hounslow,34,4.4,51.461917,-0.374543
134217,Petts Hill Primary School,Ealing,33,4,51.553249,-0.362029
134273,Normand Croft Community School for Early Years and Primary Education,Hammersmith and Fulham,43.4,4.5,51.485581,-0.203477
134307,Starks Field Primary School,Enfield,36.5,5.4,51.628549,-0.074106
134507,The Orchard School,Lambeth,40.5,4.1,51.444442,-0.118256
134677,Woodcroft Primary School,Barnet,32.2,4.3,51.608875,-0.25294
134680,Chestnuts Primary School,Haringey,37.7,3.2,51.583017,-0.091549
134681,North Harringay Primary School,Haringey,37.1,4.3,51.585713,-0.10625
134780,Bishop Ridley Church of England VA Primary School,Bexley,30.1,3.4,51.459791,0.087395
134903,Rye Oak Primary School,Southwark,38.6,4.3,51.46414,-0.064365
134929,St John's CofE School Stanmore,Harrow,29.5,3.7,51.621304,-0.318972
135086,Akiva School,Barnet,35.5,3,51.595277,-0.189358
135193,Our Lady and St George's Catholic Primary School,Waltham Forest,35.9,3.1,51.589667,-0.00738
135211,Cedars Manor School,Harrow,30.2,4.7,51.605462,-0.351897
135226,Martin Primary School,Barnet,36,4.3,51.594832,-0.16821
135261,The Rosary Catholic Primary School,Hounslow,37.5,3.8,51.487475,-0.372727
135525,Woodcote Primary School,Croydon,28.4,3.9,51.329421,-0.139347
135562,Orchard Primary School,Hounslow,34,4.1,51.461917,-0.374543
135588,Branfil Primary School,Havering,23.7,3.8,51.550963,0.237123
135614,Iqra Primary School,Lambeth,40.1,3.7,51.455242,-0.130046
135747,JCoSS,Barnet,25.9,5.2,51.656397,-0.171902
135762,Saint John Bosco College,Wandsworth,35.8,5.4,51.474734,-0.171959
135812,Crowlands Primary School,Havering,30.1,4.7,51.573659,0.164738
135831,Bedfont Primary School,Hounslow,34.7,3.7,51.459148,-0.431312
135843,Prendergast Vale School,Lewisham,42,5.1,51.463576,-0.016132
135880,Chatsworth Primary School,Hounslow,32.1,3.9,51.464631,-0.355055
136028,Dagenham Park CofE School,Barking and Dagenham,28.7,4.6,51.535285,0.154206
136191,Heston Primary School,Hounslow,33.3,4.1,51.483922,-0.369411
136402,Beit Shvidler Primary School,Barnet,35,2,51.618074,-0.271192
136431,George Carey Church of England Primary School,Barking and Dagenham,29.4,3.6,51.520668,0.108844
136445,Christ the Saviour Church of England Primary School,Ealing,48.7,2.9,51.514118,-0.304595
136750,West London Free School,Hammersmith and Fulham,41.1,5.2,51.492874,-0.236736
136807,St Luke's Church of England Primary,Camden,43.4,3.2,51.557435,-0.193101
136808,Eden Primary,Haringey,32,3.2,51.595157,-0.152214
136934,Aldborough Primary School,Redbridge,31,5.5,51.570432,0.095303
136938,Etz Chaim Jewish Primary School,Barnet,32,2.4,51.615124,-0.240615
136952,Woodpecker Hall Primary Academy,Enfield,30.8,4.7,51.636982,-0.045164
137323,Ark Atwood Primary Academy,Westminster,43.2,3.7,51.523031,-0.191634
137331,Ark Conway Primary Academy,Hammersmith and Fulham,54.4,2.4,51.513251,-0.243328
137569,Holy Family Catholic Primary School,Greenwich,39.7,5.2,51.520978,-0.283001
137575,Lime Tree Primary School,Kingston upon Thames,31.7,4.9,51.391515,-0.300343
138196,School 21,Newham,41.5,3.8,51.53818,0.003549
138202,Wapping High School,Tower Hamlets,48.6,6.2,51.514974,-0.061
138203,Kingfisher Hall Primary Academy,Enfield,29.4,4.9,51.651788,-0.044903
138227,Avanti House School,Harrow,27.3,3.1,51.607707,-0.303257
138258,Emmanuel Community School,Waltham Forest,33.6,6.4,51.586731,-0.013343
138266,Reach Academy Feltham,Hounslow,33.8,4.5,51.443553,-0.411155
138270,Harris Primary Free School Peckham,Southwark,45.9,4.9,51.473778,-0.074026
138272,Rimon Jewish Primary School,Barnet,35.4,3.4,51.568332,-0.201958
138276,Solebay Primary - A Paradigm Academy,Tower Hamlets,44.2,16.1,51.52266,-0.038157
138368,Parkside Studio College,Hillingdon,29.8,6.5,51.519988,-0.429209
138381,Enfield Heights Academy,Enfield,32.8,4.9,51.663693,-0.046273
139121,St Richard Reynolds Catholic High School,Richmond upon Thames,32.2,5,51.44749,-0.33453
139410,St Andrew the Apostle Greek Orthodox School,Barnet,30.5,3.7,51.625413,-0.153152
139587,Compass School Southwark,Southwark,39.3,6.5,51.496628,-0.062614
139594,The Archer Academy,Barnet,34.7,4.5,51.59144,-0.169241
139595,Hackney New School,Hackney,45.1,4.4,51.538627,-0.077011
139599,Heron Hall Academy,Enfield,30.8,3,51.64688,-0.049135
